_key,ad,humidity,pressure,temperature,timestamp
1670788431,1033,52.61,969.38,31.61,1670788431
1670788131,1032,51.90,969.42,31.61,1670788131
1670787835,1034,53.09,969.40,31.65,1670787835
1670787539,1033,53.31,969.43,31.65,1670787539
1670787241,1033,53.14,969.42,31.65,1670787241
1670786945,1034,53.48,969.40,31.66,1670786945
1670786644,1030,53.10,969.37,31.53,1670786644
1670786336,1020,55.07,969.44,31.25,1670786336
1670786030,1013,57.67,969.56,31.07,1670786030
1670785744,1013,58.72,969.65,31.11,1670785744
1667759564,951,56.76,948.12,22.55,1667759564
1667759006,968,55.62,948.17,23.05,1667759006
1667753666,924,57.57,948.62,21.92,1667753666
1667753367,912,59.10,948.69,21.60,1667753367
1667753067,898,59.34,948.78,21.23,1667753067
1667752767,911,57.34,948.84,21.60,1667752767
1667752466,932,55.43,948.80,22.20,1667752466
1667752167,937,55.44,948.79,22.34,1667752167
1667747525,983,51.84,949.65,23.97,1667747525
1667745472,922,55.07,950.12,22.33,1667745472
1667744287,924,55.90,950.39,22.48,1667744287
1667742734,972,49.71,950.50,23.90,1667742734
1667742661,971,50.15,950.65,23.92,1667742661
1667742355,880,58.07,950.64,21.27,1667742355
1667742219,868,58.43,950.56,20.90,1667742219
1667739682,941,52.06,951.04,23.17,1667739682
1667739231,924,56.84,950.96,22.64,1667739231
1667738923,835,60.66,951.10,20.14,1667738923
1667738240,860,58.18,951.02,20.83,1667738240
1667736687,883,58.30,951.06,21.50,1667736687
1667701283,712,69.78,953.52,17.35,1667701283
1667698957,754,63.35,953.51,18.55,1667698957
1667678388,974,52.21,947.43,22.99,1667678388
1667676429,1005,50.78,947.06,23.78,1667676429
1667675729,1014,48.42,946.92,24.02,1667675729
1667670865,996,49.60,947.22,23.58,1667670865
1667662344,956,51.13,949.36,23.08,1667662344
1667662046,1019,46.14,949.25,24.88,1667662046
1667660727,935,52.01,949.63,22.56,1667660727
1667660017,918,56.31,949.81,22.12,1667660017
1667659220,1014,53.75,951.43,25.43,1667659220
1667658619,862,57.19,953.63,21.68,1667658619
1667658319,869,56.21,952.83,21.63,1667658319
1667658015,890,54.53,952.89,22.27,1667658015
1667657712,916,55.64,952.86,23.01,1667657712
1667655863,849,58.84,949.63,20.08,1667655863
1667655563,882,57.80,949.65,21.04,1667655563
1667655264,894,57.82,950.22,21.55,1667655264
1667654964,868,57.48,950.37,20.85,1667654964
1667654664,848,58.82,950.47,20.29,1667654664
1667654363,872,58.71,950.42,20.97,1667654363
1667654065,864,57.62,950.45,20.76,1667654065
1667653764,896,57.58,950.60,21.74,1667653764
1667653462,828,59.70,950.69,19.80,1667653462
1667653161,875,56.30,950.68,21.14,1667653161
1667652551,848,57.42,950.85,20.42,1667652551
1667652251,872,57.42,950.94,21.14,1667652251
1667651952,858,58.52,951.02,20.76,1667651952
1667651652,845,59.35,950.96,20.37,1667651652
1667651356,855,59.31,951.02,20.69,1667651356
1667595911,819,63.62,949.28,19.10,1667595911
1667595613,820,63.05,949.26,19.13,1667595613
1667595302,827,62.69,949.22,19.31,1667595302
1667594998,843,61.97,949.13,19.75,1667594998
1667594688,799,66.67,949.16,18.50,1667594688
1667592677,817,62.89,948.51,18.81,1667592677
1667590531,931,53.30,947.98,21.93,1667590531
1667590234,1020,50.69,947.88,24.47,1667590234
1667589934,952,53.17,947.82,22.49,1667589934
1667589638,973,51.81,947.81,23.09,1667589638
1667589330,925,54.79,947.79,21.68,1667589330
1667589031,923,54.52,947.75,21.63,1667589031
1667588731,911,54.40,947.71,21.26,1667588731
1667588435,948,52.59,947.75,22.34,1667588435
1667574361,1060,46.22,949.93,26.30,1667574361
1667570506,954,47.94,950.63,23.41,1667570506
1667561582,797,60.23,951.67,19.21,1667561582
1667558286,852,61.60,951.56,20.76,1667558286
1667558150,809,64.69,951.56,19.53,1667558150
1667558021,787,68.57,951.55,18.88,1667558021
1667557893,743,71.73,951.56,17.64,1667557893
1667557369,673,74.70,951.67,15.69,1667557369
1667437738,574,80.42,958.08,14.86,1667437738
1667437615,575,80.39,958.06,14.88,1667437615
1667437492,578,80.39,958.01,14.93,1667437492
1667437369,577,80.34,958.08,14.92,1667437369
1667437244,577,80.29,958.18,14.95,1667437244
1667437121,576,80.30,958.18,14.94,1667437121
1667436997,577,80.30,958.22,14.97,1667436997
1667436874,578,80.31,958.19,15.00,1667436874
1667436750,575,80.28,958.23,14.92,1667436750
1667436628,575,80.28,958.21,14.92,1667436628
1667436505,574,80.27,958.15,14.87,1667436505
1667436383,576,80.27,958.14,14.92,1667436383
1667436254,581,80.35,958.17,15.08,1667436254
1667436131,580,80.28,958.23,15.05,1667436131
1667436007,581,80.27,958.24,15.11,1667436007
1667435885,585,80.31,958.27,15.21,1667435885
1667435762,585,80.29,958.27,15.21,1667435762
1667435639,587,80.33,958.28,15.29,1667435639
1667435517,587,80.37,958.29,15.27,1667435517
1667435395,584,80.43,958.22,15.16,1667435395
1667429003,606,77.71,957.53,15.58,1667429003
1667428868,606,77.59,957.53,15.57,1667428868
1667428745,604,77.27,957.48,15.52,1667428745
1667428623,609,76.81,957.41,15.63,1667428623
1667428491,611,76.28,957.30,15.65,1667428491
1667428240,624,75.40,957.30,16.03,1667428240
1667428106,628,73.91,957.19,16.11,1667428106
1667427977,638,72.70,957.13,16.37,1667427977
1667427844,649,70.48,957.08,16.67,1667427844
1667427719,666,68.13,957.08,17.15,1667427719
1667427595,712,64.28,957.13,18.47,1667427595
1667427472,764,60.20,957.12,19.94,1667427472
1667427351,837,57.41,957.06,22.02,1667427351
1667427231,926,59.60,956.91,24.57,1667427231
1667402545,683,73.28,956.26,17.37,1667402545
1667402423,685,73.18,956.28,17.42,1667402423
1667402300,689,73.35,956.31,17.56,1667402300
1667402178,688,73.04,956.25,17.51,1667402178
1667402055,693,73.23,956.37,17.69,1667402055
1667401932,702,73.61,956.36,17.94,1667401932
1667401810,703,73.70,956.35,17.96,1667401810
1667401687,706,74.00,956.31,18.05,1667401687
1667401564,699,73.42,956.32,17.85,1667401564
1667401442,698,73.26,956.32,17.82,1667401442
1667401319,700,73.66,956.30,17.88,1667401319
1667401197,696,73.67,956.31,17.75,1667401197
1667401074,690,73.55,956.36,17.61,1667401074
1667400951,687,73.54,956.40,17.52,1667400951
1667400828,686,73.65,956.45,17.51,1667400828
1667400705,688,74.03,956.41,17.57,1667400705
1667400583,693,74.33,956.46,17.71,1667400583
1667400460,696,74.78,956.47,17.80,1667400460
1667400336,699,75.36,956.40,17.87,1667400336
1667400213,694,75.42,956.53,17.77,1667400213
1667400089,687,74.96,956.54,17.57,1667400089
1667399965,684,74.77,956.56,17.49,1667399965
1667399842,684,75.08,956.56,17.50,1667399842
1667399719,683,75.09,956.58,17.47,1667399719
1667399597,681,75.01,956.58,17.40,1667399597
1667399474,679,74.93,956.65,17.38,1667399474
1667399352,679,75.03,956.63,17.37,1667399352
1667399229,681,75.38,956.61,17.42,1667399229
1667399106,688,75.90,956.61,17.62,1667399106
1667398984,694,76.45,956.68,17.82,1667398984
1667398861,692,76.48,956.66,17.76,1667398861
1667398739,689,76.73,956.71,17.69,1667398739
1667398616,686,76.81,956.75,17.59,1667398616
1667398494,687,77.14,956.80,17.66,1667398494
1667398371,683,77.12,956.76,17.52,1667398371
1667398248,677,76.76,956.75,17.35,1667398248
1667398125,681,76.78,956.80,17.48,1667398125
1667398003,680,76.57,956.81,17.46,1667398003
1667397880,681,76.44,956.82,17.49,1667397880
1667397755,684,76.30,956.74,17.54,1667397755
1667397633,679,75.74,956.77,17.42,1667397633
1667397510,678,75.38,956.77,17.38,1667397510
1667397387,678,75.02,956.68,17.35,1667397387
1667397265,680,75.37,956.83,17.46,1667397265
1667397137,681,75.25,956.64,17.44,1667397137
1667397011,681,75.19,956.71,17.46,1667397011
1667396887,683,75.16,956.65,17.50,1667396887
1667396765,683,75.01,956.67,17.51,1667396765
1667396642,684,74.53,956.67,17.53,1667396642
1667396520,686,74.07,956.75,17.59,1667396520
1667396397,688,73.23,956.77,17.68,1667396397
1667396275,695,72.28,956.81,17.87,1667396275
1667396152,705,70.58,956.70,18.13,1667396152
1667396030,718,67.89,956.77,18.53,1667396030
1667395908,757,63.91,956.67,19.61,1667395908
1667395880,786,62.89,956.64,20.42,1667395880
1667395756,880,60.48,956.59,23.13,1667395756
1667168512,1051,42.03,966.95,31.40,1667168512
1667167922,1061,41.20,966.82,31.65,1667167922
1667167332,1064,40.40,966.74,31.72,1667167332
1667166741,1071,40.29,966.64,31.91,1667166741
1667166446,1070,40.56,966.57,31.85,1667166446
1667166148,1070,39.79,966.51,31.84,1667166148
1667165854,1072,40.25,966.49,31.87,1667165854
1667165559,1074,40.14,966.51,31.94,1667165559
1667165264,1077,39.91,966.45,32.03,1667165264
1667164970,1083,39.82,966.44,32.19,1667164970
1667164675,1088,39.22,966.34,32.31,1667164675
1667164380,1090,38.68,966.28,32.36,1667164380
1667164085,1093,38.86,966.24,32.43,1667164085
1667163790,1098,38.25,966.16,32.55,1667163790
1667163496,1103,37.61,966.19,32.71,1667163496
1667163202,1106,37.33,966.12,32.79,1667163202
1667162610,1114,36.38,965.98,32.99,1667162610
1667161725,1129,35.28,965.84,33.39,1667161725
1667161134,1138,35.28,965.80,33.64,1667161134
1667160840,1144,35.10,965.82,33.83,1667160840
1667160250,1152,35.24,965.72,34.04,1667160250
1667159955,1156,34.53,965.64,34.16,1667159955
1667159660,1158,34.21,965.64,34.21,1667159660
1667159071,1160,35.03,965.57,34.26,1667159071
1667158776,1162,35.07,965.58,34.32,1667158776
1667158481,1164,34.55,965.51,34.36,1667158481
1667158187,1164,34.18,965.52,34.36,1667158187
1667157597,1166,34.63,965.59,34.43,1667157597
1667157303,1168,34.20,965.66,34.53,1667157303
1667157008,1169,33.63,965.66,34.54,1667157008
1667156418,1170,34.48,965.71,34.59,1667156418
1667156123,1171,34.17,965.70,34.61,1667156123
1667155829,1170,35.06,965.72,34.59,1667155829
1667155535,1170,35.32,965.72,34.59,1667155535
1667155240,1168,35.44,965.82,34.57,1667155240
1667154946,1171,34.64,965.86,34.66,1667154946
1667154652,1171,34.64,965.90,34.69,1667154652
1667154357,1159,35.62,965.84,34.30,1667154357
1667154058,1140,37.22,965.88,33.74,1667154058
1667153763,1105,44.08,966.11,32.74,1667153763
1667153467,1089,44.78,966.24,32.32,1667153467
1667147352,1062,47.94,967.52,31.92,1667147352
1667146820,1063,47.34,967.64,31.96,1667146820
1667146527,1060,47.55,967.81,31.94,1667146527
1667146243,1062,49.14,967.85,32.00,1667146243
1667145701,1065,48.05,967.98,32.14,1667145701
1667145635,1062,47.58,968.07,32.09,1667145635
1666559070,998,41.56,966.34,29.62,1666559070
1666559003,995,40.12,966.33,29.53,1666559003
1666558935,993,37.94,966.29,29.47,1666558935
1666558866,994,37.48,966.30,29.50,1666558866
1666558796,995,37.30,966.33,29.54,1666558796
1666558728,998,37.15,966.28,29.60,1666558728
1666558662,1001,37.04,966.29,29.69,1666558662
1666558595,1004,36.83,966.26,29.79,1666558595
1666558524,1009,36.75,966.23,29.92,1666558524
1666558455,1014,36.56,966.22,30.07,1666558455
1666558389,1020,36.52,966.19,30.24,1666558389
1666558324,1028,37.42,966.20,30.46,1666558324
1666558259,1027,35.70,966.18,30.43,1666558259
1666558192,1039,35.57,966.14,30.77,1666558192
1666558125,1052,35.75,966.07,31.15,1666558125
1666558056,1069,39.61,966.04,31.64,1666558056
1666557989,1068,44.45,966.05,31.62,1666557989
1666557923,1069,44.19,965.90,31.60,1666557923
1666557854,1069,44.13,965.89,31.60,1666557854
1666557785,1069,43.99,965.88,31.61,1666557785
1666557720,1071,44.01,965.83,31.65,1666557720
1666557654,1073,43.83,965.84,31.72,1666557654
1666557589,1075,43.46,965.80,31.77,1666557589
1666557522,1076,43.70,965.83,31.80,1666557522
1666557455,1081,43.38,965.82,31.93,1666557455
1666557389,1083,43.10,965.83,32.01,1666557389
1666557321,1085,42.81,965.81,32.07,1666557321
1666557254,1088,42.57,965.78,32.14,1666557254
1666557185,1088,42.58,965.83,32.15,1666557185
1666557119,1091,42.55,965.77,32.25,1666557119
1666557052,1093,42.38,965.78,32.30,1666557052
1666556986,1095,42.16,965.74,32.33,1666556986
1666556920,1095,42.38,965.75,32.34,1666556920
1666556853,1095,42.32,965.77,32.35,1666556853
1666556786,1095,42.36,965.74,32.35,1666556786
1666556721,1096,42.46,965.71,32.36,1666556721
1666556656,1097,42.27,965.72,32.38,1666556656
1666556591,1095,42.33,965.72,32.32,1666556591
1666556525,1093,42.51,965.69,32.26,1666556525
1666556460,1094,42.74,965.64,32.26,1666556460
1666556395,1092,42.72,965.65,32.23,1666556395
1666556327,1094,43.14,965.68,32.28,1666556327
1666556260,1096,42.88,965.66,32.35,1666556260
1666556195,1095,43.48,965.66,32.31,1666556195
1666556130,1099,43.41,965.64,32.42,1666556130
1666556064,1104,43.12,965.60,32.56,1666556064
1666555998,1105,43.18,965.60,32.58,1666555998
1666555929,1113,42.51,965.58,32.84,1666555929
1666555863,1126,41.37,965.55,33.20,1666555863
1666555798,1130,42.01,965.62,33.35,1666555798
1666555732,1125,41.66,965.55,33.18,1666555732
1666555667,1125,41.31,965.53,33.17,1666555667
1666555602,1127,41.25,965.53,33.22,1666555602
1666555537,1130,42.17,965.51,33.33,1666555537
1666555471,1149,40.24,965.53,33.90,1666555471
1666555406,1158,39.46,965.52,34.16,1666555406
1666555341,1160,38.04,965.45,34.22,1666555341
1666555266,1163,37.98,965.47,34.29,1666555266
1666555201,1163,38.05,965.47,34.31,1666555201
1666555134,1162,38.16,965.48,34.28,1666555134
1666555067,1162,38.53,965.44,34.27,1666555067
1666554998,1161,38.32,965.48,34.25,1666554998
1666554930,1155,38.75,965.53,34.09,1666554930
1666554864,1155,38.84,965.49,34.07,1666554864
1666554798,1153,39.50,965.47,33.99,1666554798
1666554732,1153,40.20,965.46,34.00,1666554732
1666554662,1152,40.01,965.51,33.97,1666554662
1666554593,1139,40.73,965.51,33.59,1666554593
1666554524,1131,41.55,965.44,33.34,1666554524
1666554454,1137,41.21,965.49,33.51,1666554454
1666554383,1147,40.88,965.49,33.83,1666554383
1666554317,1158,39.40,965.47,34.16,1666554317
1666554252,1156,39.37,965.46,34.10,1666554252
1666554186,1163,38.50,965.46,34.30,1666554186
1666554119,1173,39.02,965.45,34.60,1666554119
1666554051,1169,37.71,965.40,34.46,1666554051
1666553983,1170,37.98,965.37,34.48,1666553983
1666553915,1169,37.49,965.38,34.46,1666553915
1666553849,1167,38.26,965.38,34.39,1666553849
1666553781,1164,38.55,965.35,34.29,1666553781
1666553714,1154,39.34,965.35,33.99,1666553714
1666553648,1156,40.35,965.32,34.04,1666553648
1666553583,1158,39.90,965.32,34.09,1666553583
1666553516,1139,41.96,965.33,33.52,1666553516
1666553449,1141,41.81,965.29,33.58,1666553449
1666553382,1146,40.72,965.31,33.74,1666553382
1666553316,1149,39.73,965.32,33.82,1666553316
1666553249,1149,39.96,965.33,33.82,1666553249
1666553180,1170,39.61,965.32,34.46,1666553180
1666553112,1167,39.33,965.36,34.39,1666553112
1666553047,1168,38.89,965.36,34.42,1666553047
1666552980,1166,39.48,965.35,34.37,1666552980
1666552914,1163,39.28,965.37,34.28,1666552914
1666552847,1154,40.55,965.35,33.99,1666552847
1666552782,1140,41.30,965.38,33.57,1666552782
1666552716,1133,41.00,965.34,33.36,1666552716
1666552651,1133,41.02,965.33,33.36,1666552651
1666552586,1135,41.22,965.40,33.43,1666552586
1666552521,1143,41.04,965.38,33.66,1666552521
1666552453,1141,41.59,965.44,33.64,1666552453
1666552388,1134,41.98,965.42,33.40,1666552388
1666552321,1134,42.77,965.42,33.40,1666552321
1666552254,1133,41.58,965.40,33.38,1666552254
1666552187,1133,41.67,965.39,33.36,1666552187
1666552122,1131,40.52,965.39,33.32,1666552122
1666552056,1136,41.74,965.42,33.46,1666552056
1666551991,1146,41.56,965.45,33.79,1666551991
1666551925,1161,40.95,965.44,34.24,1666551925
1666551860,1177,39.34,965.47,34.72,1666551860
1666551795,1193,38.62,965.42,35.21,1666551795
1666551730,1194,37.73,965.36,35.20,1666551730
1666551665,1187,38.62,965.35,34.99,1666551665
1666551599,1173,38.99,965.43,34.61,1666551599
1666551534,1155,41.47,965.45,34.05,1666551534
1666551468,1143,40.97,965.49,33.69,1666551468
1666551402,1142,41.34,965.46,33.67,1666551402
1666551337,1142,41.68,965.50,33.69,1666551337
1666551272,1146,42.31,965.50,33.80,1666551272
1666551207,1169,40.29,965.48,34.49,1666551207
1666551142,1184,37.98,965.49,34.94,1666551142
1666551075,1176,38.50,965.51,34.70,1666551075
1666551007,1161,39.11,965.51,34.26,1666551007
1666550940,1161,40.03,965.58,34.28,1666550940
1666550870,1169,39.57,965.58,34.51,1666550870
1666550798,1182,39.52,965.54,34.91,1666550798
1666550730,1188,38.68,965.60,35.11,1666550730
1666550663,1185,38.89,965.60,35.01,1666550663
1666550598,1178,38.68,965.59,34.79,1666550598
1666550533,1190,38.64,965.51,35.13,1666550533
1666550468,1205,37.46,965.49,35.60,1666550468
1666550397,1199,38.24,965.56,35.44,1666550397
1666550332,1194,40.53,965.57,35.29,1666550332
1666550266,1212,37.93,965.58,35.83,1666550266
1666550201,1207,37.77,965.54,35.65,1666550201
1666550135,1195,38.15,965.57,35.30,1666550135
1666550070,1186,39.41,965.59,35.04,1666550070
1666550005,1177,40.04,965.63,34.78,1666550005
1666549932,1163,41.11,965.63,34.37,1666549932
1666549863,1151,41.21,965.66,34.01,1666549863
1666549795,1146,41.52,965.62,33.84,1666549795
1666549730,1138,42.50,965.63,33.61,1666549730
1666549664,1142,42.97,965.63,33.72,1666549664
1666549599,1139,40.94,965.59,33.62,1666549599
1666549533,1136,41.84,965.59,33.54,1666549533
1666549463,1132,42.24,965.56,33.39,1666549463
1666549391,1136,43.39,965.56,33.50,1666549391
1666549323,1138,43.86,965.56,33.57,1666549323
1666549257,1136,43.02,965.57,33.53,1666549257
1666549191,1133,43.06,965.52,33.40,1666549191
1666549125,1133,41.61,965.52,33.41,1666549125
1666549057,1131,41.26,965.51,33.36,1666549057
1666548992,1128,41.31,965.55,33.26,1666548992
1666548927,1130,42.93,965.54,33.33,1666548927
1666548862,1126,41.94,965.55,33.20,1666548862
1666548792,1118,42.65,965.58,32.97,1666548792
1666548723,1113,42.45,965.62,32.85,1666548723
1666548650,1114,43.21,965.58,32.87,1666548650
1666548578,1122,42.70,965.58,33.09,1666548578
1666548505,1124,44.16,965.60,33.17,1666548505
1666548431,1114,44.55,965.59,32.87,1666548431
1666548359,1108,45.57,965.59,32.67,1666548359
1666548288,1104,44.00,965.63,32.56,1666548288
1666548223,1107,44.01,965.63,32.67,1666548223
1666548156,1108,43.25,965.63,32.68,1666548156
1666548087,1116,42.56,965.63,32.93,1666548087
1666548019,1118,42.62,965.61,32.99,1666548019
1666547947,1118,42.85,965.64,32.99,1666547947
1666547876,1120,43.63,965.66,33.05,1666547876
1666547806,1118,44.51,965.69,33.02,1666547806
1666547738,1124,44.75,965.68,33.20,1666547738
1666547667,1138,42.82,965.72,33.64,1666547667
1666547596,1142,43.81,965.69,33.74,1666547596
1666547527,1150,41.33,965.71,33.97,1666547527
1666547455,1157,41.85,965.69,34.20,1666547455
1666547385,1150,40.23,965.74,34.01,1666547385
1666547317,1155,39.94,965.74,34.16,1666547317
1666547248,1157,40.91,965.80,34.24,1666547248
1666547181,1159,41.44,965.76,34.27,1666547181
1666547113,1158,42.31,965.80,34.27,1666547113
1666547044,1154,42.78,965.84,34.15,1666547044
1666546975,1150,43.33,965.84,34.04,1666546975
1666546906,1144,41.14,965.82,33.84,1666546906
1666546837,1136,42.72,965.82,33.60,1666546837
1666546768,1139,42.24,965.82,33.69,1666546768
1666546702,1162,41.86,965.83,34.39,1666546702
1666546637,1192,39.56,965.83,35.29,1666546637
1666546572,1217,37.73,965.86,36.06,1666546572
1666546503,1221,36.48,965.89,36.19,1666546503
1666546435,1225,36.61,965.87,36.31,1666546435
1666546367,1221,36.46,965.86,36.20,1666546367
1666546298,1228,36.60,965.86,36.42,1666546298
1666546230,1234,36.38,965.84,36.57,1666546230
1666546162,1239,36.12,965.88,36.74,1666546162
1666546094,1232,36.65,965.85,36.53,1666546094
1666546026,1210,38.43,965.85,35.86,1666546026
1666545958,1178,39.28,965.94,34.91,1666545958
1666545890,1155,40.11,965.92,34.19,1666545890
